"","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24"
"P00023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00024",19.2672627874757,20.566632322043,20.4076018530987,20.4020930790503,20.9125871615948,20.3244964810002,NA,20.9196502073716,21.1321258508916,20.351713140838,NA,20.8746656658283,20.9057702027267,NA,24.1758113358711,20.5985745489203,21.2143166370516,21.6909375982569,NA,NA,21.3049580037287,21.7292448505383,21.5963856599456,21.5843846211792
"P00025",19.312833911456,19.4311137187609,18.4761054806209,19.4236053320339,19.1810166392915,19.7517355126731,19.4188592496905,19.1410069153331,19.3153212018765,NA,19.9415981773824,19.7863967438419,19.1477672250051,19.6043168471897,22.6602951423297,19.8004007389691,19.6888125407762,NA,20.2773186825437,20.546078430506,NA,NA,19.4787232513258,20.3418234095523
"P00026",19.5754567948194,19.1742829491151,19.4682279198014,19.8465485418389,NA,19.1094075631387,19.7325421735033,20.0076257967052,19.9682675319878,20.2472526574371,19.8621414004404,20.4140175263483,19.4588281824468,NA,23.2155229440753,19.9126736132606,20.0086865393128,20.46186697143,20.2115386187529,20.6563952537496,20.7071764405009,20.5387291083108,20.6185993225461,20.1963803812242
"P00027",20.2302710007515,19.1317494117939,19.7929626527412,19.7719802890375,19.6613885712182,19.3237691685589,19.5722287126555,19.8069101529801,20.2101409520901,NA,20.4227959439683,20.3167460592238,NA,19.9105674676946,22.7205925237283,19.9785992818689,NA,20.1662023606204,20.7061924002313,20.1573908665849,20.4243888432243,19.9534261350883,19.9738653521844,20.3700575707079
"P00028",17.9710255014397,18.2332091610836,17.4226317866816,18.2641895589592,18.3917855851498,18.5290237359358,18.0966410164394,18.4885598823888,18.7083299040007,18.4403136141011,17.1367428444189,19.244555635109,18.8632621953141,18.3637484289548,21.7524885542564,17.7818897175386,18.7504841285568,18.2444693073184,18.8034117183117,18.973148862241,18.8281011117377,19.2370177065304,18.3042390145973,18.5647095162932
"P00029",19.4961097862531,19.572469235238,19.735238391992,NA,19.3925166172849,20.5071097209709,20.7745344044521,19.9674784154492,20.535857034947,20.1186024689915,20.4463339170186,20.7403950295506,18.276373886542,NA,NA,18.5484096358368,19.0634189469095,19.1384244901159,NA,19.4120044538516,19.5029311032012,19.3248820019379,19.1290851695777,19.3189445398382
"P00030",19.5511086155863,19.1889084602533,18.9236617318239,19.3154597058454,19.8813706882888,19.3091065216866,19.4188132540575,19.0523467073451,20.267705854218,19.9731963427247,19.0616406753745,19.7305290480877,19.5490156314235,18.9551333673867,22.6371496000432,19.197563688337,18.8903831315789,19.6921618835711,19.471833738003,NA,19.8725661063737,20.0661832516637,20.1876245305626,20.1255887322097
"P00031",18.9553993620935,NA,19.2860390078765,20.0521266093303,20.1322620867844,NA,19.565462866908,NA,20.1208425675313,20.5721924224924,20.0279526171113,20.0963047703264,NA,20.0971807574058,22.7773263575489,20.414542286137,20.8514341050164,NA,20.7191018888528,19.9785248181438,20.5112451860643,21.051629693702,20.798918374957,20.0683325441456
"P00032",20.1860962473692,20.0762260375082,19.9555753375206,20.1833595294262,20.1641954159082,20.0490430519446,19.9336188457084,19.495316504552,20.449283682181,18.1922811187347,20.0660009876916,20.2171215256563,NA,20.4156899470761,NA,20.988445412039,22.0849689502731,21.1390620086347,21.417900401044,20.9088442394108,21.98821267421,21.5412918294119,21.8031978801527,NA
"P00033",18.5590946261261,20.0822503568569,19.4375407389318,19.9168704093081,19.9996317491667,19.3374839719975,19.5994200709441,19.3062132760946,19.9205969673854,20.3536766043347,19.7111182877517,NA,19.9282265106117,20.4499675532243,22.2904111605901,20.1804464381631,19.5077584569736,20.7925194485976,NA,20.5943340582527,20.5065714043501,20.5254158790886,20.482997484569,20.5680719871941
"P00034",19.2441540999056,20.0919075461624,19.9022818986096,20.0947460420812,20.0836011489386,NA,19.7555793871254,20.4349209033633,20.5325760319562,19.9730260949989,19.9481840420693,20.7375934484053,20.3111552549889,20.3973986556861,NA,20.5329025774454,20.8332750781314,20.8476243475568,20.4461570269537,NA,20.8698653989421,20.5770191491301,20.1444617481669,NA
"P00035",NA,19.7844693432242,19.2939815062194,20.4399154325731,19.9935545355099,20.2897669391661,19.9837917294135,20.0872324844441,20.4473250037898,19.1264130273473,20.3675417231458,NA,20.3855636335093,19.7630840095625,23.2337374664789,NA,20.5777530694729,NA,21.3553389363444,19.7470845189469,21.1468398438462,20.9406414264951,20.9177870269446,20.853584247794
"P00036",19.1722442307036,19.3795776009832,19.5821492716693,18.6708300895444,NA,20.3077407531277,20.0623309283185,19.628916192383,20.2522337227754,19.9527167255978,NA,20.3512227697573,19.5129332510574,19.606771013284,24.3598860658215,NA,20.9235497280835,21.0484478919064,20.0669366286862,21.2683401510812,20.906538584943,21.04401660686,NA,21.618221957118
"P00037",19.7230767127756,19.3161691055172,19.6772505283145,19.0503789875219,NA,19.6421252084279,19.1227606307202,18.8844775596898,19.8591721191692,20.1047277966244,19.9921748890332,19.486463841121,19.3395343110232,19.9548877154109,22.4592445634991,NA,20.2414851242044,19.7508512439451,20.3268740600152,19.860922533568,19.8903962236364,20.2022804973048,20.5548872935872,19.9515687719251
"P00038",19.3239619323079,19.8329810215089,NA,19.4962438581638,20.6328805854872,NA,19.5507005656181,20.3058246295879,20.6177968841337,20.4151477127595,20.248628190985,20.7515675192612,22.1267097730694,21.9714525872849,24.6724300863297,NA,22.5493416333387,22.0056895523077,21.5835174773725,22.2549932461134,22.1779044533627,NA,22.4545617318743,22.7854869504015
"P00039",18.8039047107865,18.5267315354129,16.8545766064948,17.9524726819426,18.805435112856,18.7267558495412,17.2859339849169,18.3348670569689,19.0594667308855,19.4329706046042,19.3687322689521,18.9337116325727,NA,20.6044541327317,22.7622174555828,19.7483501486676,20.2967166004942,19.3144057131076,20.0101213272164,21.1209887117122,21.2664616430877,21.2451030240107,NA,20.4844011399814
"P00040",19.0880450862366,19.722773815102,18.7464782736686,19.0158909116216,19.2978997350235,NA,19.2307934458278,19.1186819947979,19.807345456852,NA,NA,19.9536322034477,19.3338241295472,18.9763375067132,21.3806313785939,19.741682348159,19.872293670361,NA,19.4137160128765,20.3712395537946,20.1159684091807,20.3322631807204,20.2763403529285,19.9013417330419
"P00041",19.7995387977888,19.3062788238628,19.4209401917755,20.1127200895513,NA,19.564913487112,20.1683244548333,20.1306223621949,20.6318587843833,20.3462741505648,19.9502091426362,20.3675328555437,19.8796889330456,19.8993309899432,24.1864656432666,NA,20.010502677883,19.9486066480215,NA,20.6195906255445,21.0601354697206,NA,20.9248109337135,20.375139159761
"P00042",19.9050026235948,19.2228360521153,20.0336368645575,NA,19.6888018946686,18.2739641262688,19.4047442069089,NA,NA,NA,19.5094051502127,19.6115826147131,20.2787635235573,19.6731216724236,NA,19.6021486725788,20.4858760084504,20.3246496781273,20.2170011456478,20.0557747963819,20.5327061412398,20.5471233999034,NA,20.6823831987901
"P00043",18.7016242197255,19.0787975182795,19.4851722961596,18.5382030631858,19.3691406673746,19.8635408897079,19.2364376191173,19.1014744038253,19.8366492850453,20.06825577021,19.989907142717,19.9239514732967,17.2428352269488,17.5620699946361,21.0255251920635,16.6269325163462,NA,18.2266295876819,18.2231848823697,17.3945347501407,18.6193567670143,17.8468078029374,18.5264427159685,17.9951885693508
"P00044",20.3231010837048,19.6763206094616,19.8404775564148,19.8119653548845,20.3764162715073,19.8784705189631,20.5583105478221,20.9820484445992,20.5699441905234,20.5326565344153,19.3139345579678,20.9021032955772,NA,20.423282007645,NA,20.6706060347239,21.0496771843286,21.0547519352917,20.7426015484614,19.9011306912532,21.5087529919705,20.5041353498432,21.1659419212482,21.2512455531145
"P00045",18.8753071019068,19.6532358571934,19.5225603770563,18.7440890174538,18.9797163032029,18.9215209472431,19.4619704307896,NA,19.1754934170579,19.0027207630173,19.2646963714288,NA,21.1274996120418,21.0782439158734,24.4275089778858,21.2502299395495,NA,21.2580728084421,21.2288778788896,22.4518962834265,22.0463638223775,21.9419515294338,21.5747792631283,21.9468579707209
"P00046",NA,19.0314336442905,NA,20.0651151485191,NA,20.1062721717252,NA,19.7072029311012,20.8512216505434,NA,20.0935762497733,19.8802364150402,20.5191454686986,NA,23.5778270605328,20.4042247689961,20.4124191171581,20.7230039749114,20.0691728461642,20.3301968333821,20.7933742783777,21.0801829134738,20.7603468438863,NA
"P00047",19.6106156471971,NA,NA,19.9312104689581,19.8705519731013,19.2052408617645,19.655320527465,20.2512520774513,19.9504026372492,20.4791358883146,19.255137082982,NA,20.3050552927624,19.8504994032668,23.0018144758475,19.8116754994747,20.3601280102475,NA,20.6787955777475,20.6789043143818,NA,NA,20.5821200014678,20.1313186601676
"P00048",20.0084883344313,NA,20.0340827854363,20.1333225931105,20.3192054168768,20.2225178972243,20.5049338849298,NA,20.66240607701,21.0422474668907,NA,NA,22.7076046560916,21.9484512811007,26.0736265566562,22.4597923638641,NA,NA,22.9543246346664,22.9310896474689,23.3854507351953,22.8109772699713,23.4369958910331,23.1732277836581
"P00049",18.8934685979671,19.1368558239466,19.6506657452113,19.3330399166315,18.1411156592236,19.4900032518935,19.6700825337625,19.5351890773329,NA,19.5031645169921,19.989337976503,19.6457630285582,19.5098088895656,20.0378198649873,22.8855936572169,18.7817645483671,19.8693539400053,20.2039354903514,20.0519795275681,20.0340839543547,20.2928307737051,20.254731987797,20.302718927843,19.5008170627894
"P00050",19.0772825551805,19.6870057029302,19.6341229008591,NA,19.9832342047529,19.228443212324,19.6931373487505,19.9475640644505,20.4440741528381,20.0315320079539,20.112044045081,20.4553606660617,19.8190838633299,18.9945604488211,23.4596410423869,19.6952862422437,20.1545512275146,21.046992573236,20.4805533191513,20.541664069154,NA,20.531305033606,20.6924587994566,20.9859538273987
"P00051",19.14694954791,NA,19.7071287816386,19.7549078545045,19.6299346452697,19.6935758789989,19.0685222067799,19.0866356300536,19.86685028051,19.7513344320481,20.4229199124093,19.4602468777408,21.071921924713,21.3157031881351,NA,21.5518724593715,21.7140524977276,21.8398241319975,21.7352136702222,22.1245002287988,21.9082644605405,22.2810030077971,20.7035732322371,21.7796466070102
"P00052",19.5027948124765,19.7020579050187,19.6713334733973,19.5810703490415,19.8636600809183,19.3297474388172,NA,20.2079282584186,NA,NA,20.0490823259168,20.293505723784,18.6697610361468,20.3514517702148,NA,20.1003717524341,20.5712679210623,20.3309833336486,20.5175323658802,NA,20.289298369378,20.1351387637332,20.9195555910473,20.0292044902391
"P00053",19.5577232101039,18.7339373954216,19.0775559594299,19.1115132459347,18.9738269500903,18.4481353079728,19.1327587428653,18.9026190882645,18.7860660736282,19.5847982380585,19.4039323351471,19.6441351895375,19.1622625220255,19.2504824622443,22.8999132801937,19.5962631586288,19.4265296274137,19.2063332374922,19.6495516656099,19.8922698636782,19.2530453201648,20.1841363657762,19.1789897467109,19.2292770030342
"P00054",19.9081135066407,20.1346511830964,20.0956608450465,18.744020578665,19.6758373725766,19.1700698621461,20.6057587424651,NA,20.4605182995402,20.1208897949926,20.3527667478937,19.92404474906,20.105520549231,20.3284889515169,22.9179581382295,NA,20.201088232035,20.0964281929058,21.3291696519801,20.712767349391,20.199524556936,NA,20.4006258566253,20.5309226632414
"P00055",20.1465171793174,19.3599468775762,20.0432459665357,19.91166879887,19.4474845825542,19.2031647989307,17.506577185479,19.8311262348651,NA,19.8661189708731,20.5153219064826,21.0843067531978,19.9967925721014,20.6182395124812,23.6913301152888,20.2948806534509,20.7083831040558,20.1876777195589,20.6617996853653,20.1864287648649,20.4157769757042,20.663072228913,20.5309348022092,20.4440047936917
"P00056",19.0039402265441,18.7146461008908,18.2634634369068,18.8792200972832,NA,NA,18.6013077420955,18.5634172965483,19.808097098674,19.320773043916,19.5566818417479,19.6510115852066,19.0576789320842,NA,22.2899263963421,19.0829748475431,19.6614292629801,19.5568327419804,19.5957313393188,19.2318932463083,19.0586272448511,19.73595546486,19.8171605295456,19.5195142032948
"P00057",18.6713337958521,18.2624467340827,18.3131272380089,18.9955751766253,18.7392499582846,18.2985061147806,18.5858396796762,NA,18.8261833858375,18.9747421256799,18.9203371324979,18.7358397134041,19.1934103904924,18.5931839106204,21.5672996473461,19.1213570276756,18.9841213020395,19.6703654567882,19.1157802082097,19.0829855982973,19.4654067001298,19.3310928886976,19.0093649460351,19.3569903831702
"P00058",19.7373947211673,19.4907394225232,19.5277939568878,19.4934959100074,20.0198108117865,19.8654966007241,19.6134886921225,19.9187954392623,20.0657559418523,19.7287132200563,NA,20.5849787386337,20.1321743101518,19.9081056852035,23.142134507001,NA,NA,NA,20.267754658807,20.2660102007087,19.9739194541956,20.0037637679095,NA,20.2670657386486
"P00059",19.7371500578069,19.425730871509,19.7344313048605,NA,20.0908085401418,NA,19.8240698028371,19.1374791796982,20.2226425296598,20.124699588602,20.3737307428379,NA,20.0682678645028,NA,23.1415258064358,19.7416935211701,20.8787215485227,20.3536201614595,19.9539133939165,21.0427606209134,20.5243615079278,20.5646798122879,NA,NA
"P00060",18.7747150537774,18.5788437499923,18.9373979139165,19.587048039323,19.3792833398485,18.7776705024969,18.900642482518,19.2028868580839,19.8492834342588,19.6773697135546,19.6114996411073,19.8718833725827,18.6173350149654,19.1135967104683,NA,19.6268589875958,NA,20.2699951663843,19.7233098388579,20.010419979821,19.4547932484734,20.148766688964,20.0700898623387,19.3318031376614
"P00061",19.0205320276442,18.8746938200615,18.2306127657671,18.0516237343789,18.2940908764161,19.404787978758,19.1150994687478,17.8512007238194,18.9980422082197,19.3558034097006,19.183758058205,19.4954142902285,18.7741890362932,18.5897009890768,22.4379389320334,19.0614011035699,19.0971192506839,19.9636549376832,19.525490083199,19.6394560261059,19.6067336511567,18.2393535270556,19.9845768900728,19.4184759184411
"P00062",20.1767261879454,20.1771769998967,NA,20.026549624264,20.1232082324829,19.698144382472,19.9297679382798,20.4509182555523,20.6898919607892,20.7343361750828,19.6471140211,20.7374618729498,20.1344543489614,20.1420032696878,NA,20.5777639218366,21.0472538592168,21.1774038042499,19.8682076436004,20.902243081174,21.1157985028868,21.2215726343777,20.8021747923941,21.0549256944046
"P00063",18.3602200291896,19.4046876098238,19.710142753112,19.3516728468643,19.7948101182249,19.803352790175,19.8283690534095,19.5606118100505,20.3590533607659,19.538732672769,19.96415208103,NA,20.0128840048478,19.7231155899099,22.6157659799752,20.1935161929447,NA,20.2145838724604,20.5399936951097,20.190017461739,20.4264166545856,20.1692304775296,NA,NA
"P00064",18.9867394109501,18.6264989071767,18.7609459546074,18.7223243115206,19.3869745473414,18.6749111950332,19.6958527300984,20.1276378506583,19.588255914604,19.64961013376,NA,19.6766066593861,19.975816581688,19.9470536143407,23.0277104062371,NA,20.0543418439845,NA,NA,19.5367666206653,20.5495730734447,20.1995354098591,NA,19.9930529940692
"P00065",19.1124397175706,NA,19.8839950327708,19.7054407389627,NA,20.0108610597173,20.1021461321451,19.8018641550576,20.1171392479688,20.7340448182658,20.4171632177949,NA,20.1030775999773,20.2646572311754,23.8716718655392,20.3508702259006,21.0805943648724,20.4449151163122,20.639005620946,21.0304965447928,20.0767062399102,19.8230259069168,21.5555654639326,21.2535875446813
"P00066",20.4930199500935,20.2497220236295,19.9002570932096,20.8239450480838,20.0529275250451,19.6901631706285,20.393926791441,NA,19.9992662918931,NA,NA,NA,20.4983326020923,20.3139951144989,23.9516902809716,21.1466590794273,19.6413757600386,NA,21.3440995512546,20.962220795006,21.0351120296183,20.8514150501765,21.1981478090832,21.3549517943731
"P00067",19.3855554181389,19.6094990833182,NA,19.5561511425082,19.6261844350596,19.2023964802084,19.2384586827513,19.8623983607949,20.4495235872244,20.5054517972901,20.3866684197158,18.901419147852,20.1145027783204,19.5212638786771,22.8127128336982,19.2782626852859,20.2891250997863,20.2124639412565,20.2564466956187,20.1517368045255,20.6758614529922,20.5529921131225,20.7883890317905,21.0428621206123
"P00068",19.993505658669,19.2922270330581,19.6533606424097,NA,20.2281337620249,20.422065743948,19.8106789608203,19.8389567095887,19.9737599458504,20.9211381625601,20.6511265076027,20.4310033446027,21.0574199668079,21.1240031948329,24.2993328045111,21.111593416087,21.7702023972226,NA,21.6924882367245,21.7686396476058,21.6357102968967,NA,21.1061439895258,22.1780554559558
"P00069",NA,18.8923604770825,19.1923749209796,19.0553922580714,20.2865672922218,NA,19.9079980026584,19.7758430353737,20.0490592929625,19.5881159533353,NA,19.8432509783354,20.0855476956309,19.665664750394,NA,19.7257329723483,20.743309828954,20.1722987381693,20.1862447844621,20.6263666801902,NA,20.4477009374406,20.7481637909516,20.891766735391
"P00070",19.2766862154101,19.2714941720177,19.3889875073899,19.1598421223222,18.4891930974257,19.6965529328893,19.5815666708434,19.4699559329008,20.1160769984517,19.6933497418625,19.946729861405,19.8905122895785,19.9037641624114,19.580246017277,22.8680536508794,19.520724095383,19.5260175902239,20.1892188772128,20.3905422698911,19.026646817802,NA,20.104546246879,19.5401856983895,19.959046337222
"P00071",20.0732540818199,NA,19.9015975517092,19.4850292270376,19.624791675891,19.9715232067329,19.7664999840599,NA,19.9717003924558,20.5828055141003,20.088408580476,20.1134638632542,21.0204595016429,20.8409215899423,23.6074356353921,21.6302398164244,21.6474883693988,22.0614167696288,21.2558611696339,22.0627120835938,22.169296889388,NA,21.4693839794456,NA
"P00072",19.2779188773184,19.3425214478091,20.2294267364275,NA,NA,NA,NA,20.483260588064,20.574784167475,20.3817392632766,20.6869576681284,20.6515715161044,19.6678097436596,20.7768416711884,22.9250686840066,19.7398934588667,21.0707389960241,20.4786120748719,20.8828218442904,21.2098645351151,20.659138532824,20.3199144360216,20.5598698648722,21.0908012439587
"P00073",20.438936493796,19.8578287050571,19.8680776070272,19.7117815139341,20.6494114442103,20.2560284844387,NA,20.7062860995393,20.6581233242321,20.9991177513888,20.1513815372968,20.2190040322893,21.0815806479114,21.2065534958117,23.9855571072187,19.455945598964,21.4934858286787,21.4056904114191,NA,NA,NA,21.0656628095808,21.1072830263882,21.4572323775149
"P00074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00075",18.7094732791041,19.3271873677557,19.7802068255037,NA,19.3353701649606,19.5280441288684,19.0712681894781,19.4858011208765,19.3187211985327,20.0734682742877,20.1253372920155,19.9404177637655,19.5605431999284,19.9799257238303,NA,20.2542744929621,19.2296045520107,20.3514639839646,20.6291178025174,20.3152830297576,20.1384448976072,20.4471187789045,20.6288554747577,NA
"P00076",19.6796387938925,19.2739548730456,19.2917691071083,19.2505037497803,19.3423880253386,18.8275941565673,NA,19.6855309824916,20.1166660893098,20.0119768994462,20.450952742354,20.1846188576728,20.1110578015335,19.9616423303044,22.570833579931,19.4131781359827,20.7087312279917,20.3128099371309,19.8562661743492,19.9717930978756,20.6108640419022,NA,21.0095641648932,20.6668100540282
"P00077",19.5950190092266,19.1084130050396,19.5281998296046,NA,19.590919636315,19.489452292906,19.2184958716579,19.8792495175455,19.9548221302104,20.1952132993565,20.0803852431239,19.8330065228965,19.8865285390099,19.211500400295,22.8259114173138,19.7898739304667,20.5171584729046,20.925197952627,20.4220825690031,20.5533246227694,20.9630506270636,19.6983971565013,20.342852640318,20.270420306832
"P00078",19.3275427475548,19.3149641112669,19.1086430831387,19.0539943465547,19.2610519320748,19.5856316277035,NA,19.6854880681063,20.1515767129287,20.1744526047381,19.6801083854411,20.4111621706947,19.4891796761157,19.5707734935551,23.0859260772984,19.3800143586528,NA,NA,20.0338248297862,20.3394152530816,NA,20.7833862121467,19.7998719075581,NA
